age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
46,technician,single,university.degree,no,no,no,telephone,jul,wed,222,2,999,0,nonexistent,1.4,95.527,-46.6,5.1,5076.2,yes
52,technician,divorced,basic.9y,no,no,no,cellular,may,fri,88,3,999,0,nonexistent,1.1,93.845,-48.3,5.1,5076.2,no
52,housemaid,married,university.degree,no,no,no,telephone,may,tue,8,2,999,0,nonexistent,-0.1,93.754,-44.0,2.192,5191.0,no
23,services,single,basic.9y,no,yes,no,cellular,jul,wed,9,1,999,0,nonexistent,1.1,94.37,-38.5,0.6,5099.1,no
28,technician,single,university.degree,no,yes,no,telephone,may,thu,6,3,999,0,nonexistent,1.4,93.721,-42.4,5.1,5017.5,yes
46,admin.,married,professional.course,no,yes,no,cellular,may,wed,335,1,999,0,nonexistent,-1.8,93.82,-44.2,3.605,5191.0,no
46,blue-collar,divorced,basic.4y,no,yes,no,cellular,dec,fri,95,4,999,0,nonexistent,-1.7,93.453,-40.3,4.386,5008.7,no
46,technician,married,professional.course,no,yes,no,cellular,may,tue,397,7,999,0,nonexistent,1.4,92.49,-46.6,1.857,5191.0,no
86,technician,married,university.degree,no,yes,no,telephone,sep,wed,141,1,999,0,nonexistent,1.4,91.413,-48.1,1.131,5099.1,no
46,management,single,professional.course,no,yes,no,cellular,jan,mon,150,2,999,0,nonexistent,-0.1,90.215,-43.8,2.569,5099.1,yes
53,services,married,high.school,no,yes,yes,cellular,aug,thu,179,5,19,2,failure,-1.7,92.506,-46.3,3.314,5076.2,no
51,management,single,university.degree,no,yes,yes,cellular,dec,tue,312,3,999,0,nonexistent,-1.7,93.655,-47.9,1.683,5008.7,yes
47,entrepreneur,single,basic.4y,unknown,yes,no,telephone,may,mon,79,3,999,0,nonexistent,-0.1,93.358,-37.5,5.1,5076.2,no
36,self-employed,married,high.school,no,yes,no,telephone,may,wed,32,4,999,0,nonexistent,1.4,93.954,-31.0,0.6,5017.5,no
49,retired,single,basic.4y,no,no,no,telephone,aug,wed,203,2,999,0,nonexistent,-1.8,92.811,-49.8,3.737,5017.5,yes
30,unemployed,married,professional.course,no,no,yes,cellular,sep,mon,98,3,999,0,nonexistent,-0.1,97.083,-44.1,3.227,4963.6,yes
37,admin.,married,university.degree,no,no,no,cellular,aug,thu,146,3,999,0,nonexistent,1.4,96.041,-41.1,5.1,5099.1,yes
34,blue-collar,single,university.degree,no,yes,no,cellular,may,thu,260,2,999,0,nonexistent,-1.7,90.724,-50.6,1.273,5008.7,no
40,admin.,divorced,professional.course,no,no,no,telephone,may,mon,170,5,999,0,nonexistent,1.1,93.985,-43.1,4.27,5008.7,no
67,management,married,basic.6y,no,no,yes,cellular,dec,wed,242,6,999,0,nonexistent,-1.7,94.453,-42.8,3.859,5076.2,no
18,student,married,high.school,unknown,no,no,cellular,dec,thu,196,4,999,0,nonexistent,1.4,89.816,-39.6,3.439,5191.0,yes
48,blue-collar,single,basic.4y,no,yes,unknown,telephone,jul,wed,336,1,5,2,nonexistent,1.4,93.25,-45.9,1.404,5191.0,yes
20,student,single,basic.9y,no,no,no,cellular,nov,tue,305,3,999,0,nonexistent,-1.7,93.775,-44.8,1.608,5076.2,no
34,admin.,single,basic.9y,unknown,no,no,cellular,jul,tue,190,1,999,0,nonexistent,1.4,92.992,-37.1,2.467,5191.0,no
53,student,married,high.school,no,no,no,cellular,jul,thu,284,3,999,0,nonexistent,1.4,93.579,-39.9,2.095,5008.7,yes
40,technician,married,basic.9y,unknown,no,no,cellular,may,fri,516,1,999,0,nonexistent,1.4,93.119,-38.4,5.1,5076.2,yes
27,admin.,married,basic.6y,no,yes,no,telephone,jul,thu,141,3,999,0,nonexistent,-0.1,94.054,-50.8,3.244,5191.0,no
31,technician,single,basic.9y,unknown,no,no,cellular,jul,mon,133,2,999,0,nonexistent,-0.1,95.323,-45.3,4.431,4963.6,no
48,blue-collar,married,basic.9y,no,yes,unknown,cellular,feb,wed,361,2,999,0,nonexistent,-1.7,94.156,-34.4,0.6,5099.1,yes
31,blue-collar,married,professional.course,no,no,no,cellular,jul,fri,218,1,999,0,nonexistent,-1.7,94.763,-42.4,0.6,4963.6,yes
42,blue-collar,divorced,university.degree,unknown,yes,yes,cellular,oct,mon,18,4,999,0,nonexistent,-0.1,91.414,-42.6,2.68,5191.0,no
40,self-employed,married,professional.course,no,yes,no,telephone,aug,fri,556,5,999,0,nonexistent,-1.8,96.041,-42.4,0.699,5017.5,yes
32,services,divorced,high.school,no,yes,yes,cellular,aug,fri,7,1,999,0,nonexistent,1.1,93.472,-34.2,3.072,5008.7,yes
65,blue-collar,single,basic.9y,no,no,no,cellular,dec,mon,344,1,999,0,nonexistent,-0.1,92.414,-45.7,1.482,4963.6,no
47,management,single,university.degree,no,yes,yes,cellular,feb,fri,355,3,999,0,nonexistent,1.4,93.623,-38.6,3.551,4963.6,no
18,retired,married,high.school,no,no,yes,cellular,jul,tue,764,4,999,0,nonexistent,1.4,92.183,-40.7,1.591,5076.2,yes
42,blue-collar,married,high.school,no,no,no,cellular,oct,fri,13,4,999,0,nonexistent,-1.7,93.207,-48.8,4.01,5076.2,no
32,technician,single,basic.9y,no,yes,no,telephone,jul,wed,227,4,999,0,nonexistent,-0.1,93.452,-43.5,1.414,5076.2,no
50,admin.,single,basic.6y,no,yes,no,telephone,may,wed,139,1,999,0,nonexistent,1.1,91.971,-46.2,0.6,5191.0,no
30,blue-collar,single,basic.9y,no,yes,no,telephone,may,thu,100,1,999,0,nonexistent,-1.8,93.234,-48.4,4.535,5017.5,no
38,retired,married,high.school,no,no,yes,cellular,nov,thu,23,3,999,0,nonexistent,-3.4,91.949,-36.0,1.616,4963.6,no
46,blue-collar,single,university.degree,no,no,no,cellular,jul,mon,206,4,999,0,nonexistent,1.4,91.939,-48.1,5.1,5099.1,yes
50,services,single,basic.4y,no,yes,no,cellular,nov,wed,163,2,999,0,nonexistent,-1.8,91.484,-38.3,1.845,5076.2,yes
25,retired,single,basic.9y,no,yes,no,cellular,aug,mon,27,1,999,0,nonexistent,1.4,92.439,-46.3,1.519,5017.5,no
35,admin.,single,university.degree,no,no,no,cellular,aug,tue,237,1,17,3,failure,1.4,92.174,-35.2,2.489,5191.0,yes
34,services,single,basic.9y,no,no,yes,cellular,nov,tue,334,2,999,0,nonexistent,-0.1,93.711,-44.1,1.991,5017.5,no
32,blue-collar,single,high.school,no,no,no,telephone,aug,wed,364,3,999,0,nonexistent,1.4,94.644,-40.3,3.227,5076.2,yes
61,unemployed,married,university.degree,no,no,no,cellular,jun,tue,589,1,999,0,nonexistent,-1.7,93.993,-44.8,3.725,5008.7,yes
44,technician,married,basic.9y,unknown,yes,no,cellular,jul,mon,131,1,999,0,nonexistent,1.4,94.459,-52.8,3.998,4963.6,yes
24,self-employed,married,basic.6y,no,yes,no,telephone,nov,mon,764,3,999,0,nonexistent,1.4,94.332,-50.3,2.846,5076.2,yes
51,services,married,high.school,no,yes,no,cellular,jun,mon,501,4,18,1,success,-3.4,91.61,-51.5,0.6,5099.1,no
65,admin.,married,high.school,no,yes,no,telephone,jun,wed,87,3,999,0,nonexistent,-0.1,92.499,-40.7,5.1,4963.6,no
52,management,married,university.degree,yes,yes,no,telephone,apr,fri,43,3,999,0,nonexistent,1.1,95.669,-42.1,2.335,5017.5,no
21,unemployed,married,university.degree,unknown,yes,no,telephone,dec,mon,142,2,999,0,nonexistent,-3.4,92.183,-39.0,2.241,5099.1,no
34,management,married,basic.6y,no,yes,no,cellular,apr,fri,128,3,999,0,nonexistent,1.4,95.781,-45.4,2.84,4963.6,no
55,self-employed,single,university.degree,no,no,no,telephone,aug,thu,214,1,999,0,nonexistent,-0.1,92.374,-52.9,2.53,5099.1,no
31,housemaid,divorced,high.school,unknown,no,no,cellular,jun,thu,218,4,999,0,nonexistent,-0.1,89.929,-35.5,0.6,5017.5,no
45,blue-collar,married,basic.9y,no,no,no,telephone,jun,thu,346,3,25,4,success,-1.8,92.629,-37.1,4.035,5076.2,no
49,blue-collar,divorced,university.degree,no,no,no,cellular,aug,fri,178,3,999,0,nonexistent,1.1,94.27,-40.1,1.523,5099.1,no
28,management,married,basic.9y,no,yes,no,cellular,mar,mon,27,2,999,0,nonexistent,1.4,95.495,-36.4,2.417,5076.2,no
39,technician,married,high.school,no,no,no,cellular,aug,wed,488,2,999,0,nonexistent,-0.1,90.783,-42.5,5.1,5017.5,no
18,self-employed,married,basic.6y,unknown,yes,no,cellular,oct,thu,92,1,999,0,nonexistent,1.1,94.242,-40.7,4.7,5017.5,no
27,student,married,high.school,unknown,no,yes,telephone,nov,wed,887,1,999,0,nonexistent,1.1,94.34,-45.5,5.1,5099.1,yes
36,technician,single,high.school,no,yes,no,telephone,may,fri,31,3,999,0,nonexistent,-1.8,94.952,-47.4,1.781,5099.1,no
25,blue-collar,single,university.degree,no,unknown,no,telephone,nov,mon,794,6,999,0,nonexistent,-0.1,88.993,-49.9,4.314,5017.5,yes
59,entrepreneur,married,basic.4y,unknown,yes,no,cellular,aug,thu,23,1,999,0,nonexistent,-1.8,95.485,-45.8,3.726,5099.1,no
22,blue-collar,married,high.school,no,yes,no,telephone,nov,wed,65,1,999,0,nonexistent,-3.4,93.661,-28.7,2.902,5099.1,no
34,self-employed,married,high.school,no,no,no,cellular,jul,tue,11,1,999,0,nonexistent,-3.4,93.688,-49.6,1.649,5099.1,no
41,technician,married,university.degree,unknown,yes,no,telephone,jul,tue,305,2,999,0,nonexistent,1.4,94.558,-46.7,4.952,5191.0,yes
57,management,married,university.degree,no,no,no,telephone,dec,thu,474,2,5,1,success,1.4,89.993,-41.4,2.075,5099.1,yes
22,admin.,married,university.degree,no,no,no,cellular,nov,fri,142,4,999,0,nonexistent,-3.4,94.522,-30.0,3.245,4963.6,no
53,management,single,university.degree,no,no,no,telephone,jul,wed,659,3,19,4,nonexistent,-1.7,96.562,-47.2,4.644,5017.5,yes
40,technician,divorced,university.degree,unknown,unknown,no,cellular,may,fri,223,3,999,0,nonexistent,-1.8,90.947,-45.1,1.242,5017.5,no
28,management,married,high.school,no,unknown,no,cellular,jun,wed,248,1,999,0,nonexistent,1.4,92.903,-38.6,1.04,5008.7,no
45,admin.,divorced,high.school,no,yes,no,cellular,jun,mon,466,2,999,0,nonexistent,-0.1,93.056,-38.9,5.1,5076.2,no
42,retired,married,university.degree,no,no,no,cellular,may,mon,88,1,999,0,nonexistent,1.1,93.535,-45.5,1.452,5008.7,yes
32,housemaid,married,professional.course,no,no,yes,telephone,may,mon,109,1,999,0,nonexistent,-0.1,93.639,-46.2,5.1,5099.1,no
40,blue-collar,married,university.degree,no,no,no,cellular,nov,tue,590,7,999,0,nonexistent,1.1,91.993,-39.8,2.905,5099.1,yes
35,admin.,single,high.school,no,yes,no,cellular,mar,tue,578,5,999,0,nonexistent,-1.7,93.06,-43.5,2.233,4963.6,yes
41,admin.,divorced,basic.9y,no,no,yes,cellular,aug,thu,937,1,10,2,success,-1.8,95.616,-40.6,2.412,4963.6,yes
47,management,single,high.school,no,unknown,no,telephone,may,thu,580,1,999,0,nonexistent,-3.4,93.609,-42.8,2.888,4963.6,yes
59,management,married,university.degree,unknown,no,no,telephone,may,mon,34,2,999,0,nonexistent,-0.1,93.552,-40.2,5.1,4963.6,no
25,services,single,high.school,no,yes,no,telephone,mar,tue,433,1,999,0,nonexistent,1.4,91.928,-39.7,4.361,4963.6,no
65,blue-collar,married,high.school,unknown,yes,yes,telephone,may,tue,131,4,999,0,nonexistent,-1.7,95.009,-51.7,2.619,4963.6,no
18,technician,single,university.degree,no,yes,yes,cellular,oct,wed,1172,3,999,0,nonexistent,-1.8,92.675,-44.3,0.6,4963.6,yes
38,management,married,high.school,no,no,no,cellular,nov,mon,159,3,999,0,nonexistent,1.4,89.925,-40.3,3.037,4963.6,yes
47,technician,married,university.degree,no,no,no,cellular,may,mon,201,3,999,0,nonexistent,-1.8,93.63,-37.9,3.239,5191.0,no
43,unemployed,married,high.school,no,yes,no,cellular,jul,fri,188,1,999,0,nonexistent,-3.4,94.06,-43.7,5.1,4963.6,no
32,admin.,single,high.school,unknown,yes,no,telephone,jul,fri,97,3,3,3,nonexistent,1.4,92.552,-51.2,0.6,5017.5,yes
37,retired,married,high.school,no,yes,no,cellular,nov,mon,19,3,999,0,nonexistent,1.1,89.652,-35.8,2.112,4963.6,no
34,technician,single,university.degree,no,yes,no,telephone,oct,wed,565,1,999,0,nonexistent,-0.1,91.326,-37.7,2.055,5076.2,no
32,technician,married,basic.6y,no,no,no,cellular,jul,tue,405,5,999,0,nonexistent,1.1,92.827,-41.5,2.899,4963.6,no
50,retired,single,basic.9y,no,no,no,cellular,aug,thu,37,3,999,0,nonexistent,1.1,92.414,-44.3,3.164,5191.0,no
44,retired,single,professional.course,no,yes,no,cellular,nov,wed,374,3,9,3,nonexistent,-3.4,93.663,-39.0,3.789,5099.1,yes
31,unemployed,single,basic.9y,no,no,no,telephone,jan,mon,245,2,999,0,nonexistent,1.1,93.888,-44.3,0.6,5191.0,no
50,admin.,married,university.degree,no,yes,no,telephone,jun,thu,131,1,999,0,nonexistent,1.1,92.346,-37.6,3.311,5191.0,no
43,admin.,married,university.degree,no,unknown,yes,telephone,dec,tue,73,3,999,0,nonexistent,1.4,90.902,-33.0,3.442,5099.1,no
49,retired,married,high.school,no,yes,no,cellular,sep,tue,491,3,999,0,nonexistent,1.4,95.18,-44.4,3.135,4963.6,no
47,services,single,university.degree,no,yes,no,telephone,jul,tue,301,2,999,0,nonexistent,-1.7,93.841,-38.1,2.68,4963.6,yes
30,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,198,5,19,1,nonexistent,-0.1,94.007,-45.3,0.6,5099.1,yes
33,admin.,married,university.degree,no,no,no,cellular,may,tue,235,2,999,0,nonexistent,-1.8,93.576,-36.9,4.023,5076.2,no
48,admin.,married,high.school,no,no,yes,telephone,jul,tue,23,2,999,0,nonexistent,-3.4,94.646,-43.2,1.248,5008.7,no
47,student,married,university.degree,no,no,no,cellular,aug,tue,160,4,999,0,nonexistent,-0.1,92.428,-34.8,4.105,5017.5,yes
39,blue-collar,single,basic.9y,no,yes,no,telephone,jun,mon,53,1,21,4,failure,1.1,94.242,-43.4,5.1,5099.1,no
41,blue-collar,married,university.degree,no,yes,no,cellular,sep,thu,58,3,999,0,nonexistent,-0.1,94.003,-46.5,0.6,4963.6,no
55,blue-collar,single,basic.9y,unknown,yes,no,cellular,nov,mon,270,2,999,0,nonexistent,-0.1,93.953,-43.7,4.05,5017.5,yes
32,technician,married,basic.9y,no,no,no,telephone,may,mon,605,3,999,0,nonexistent,1.4,91.208,-43.1,0.776,4963.6,yes
46,admin.,married,basic.9y,no,yes,no,cellular,jul,thu,129,3,22,4,failure,1.1,93.209,-40.8,2.924,5008.7,yes
37,services,married,basic.9y,unknown,no,no,telephone,jun,thu,58,2,999,0,nonexistent,1.1,93.581,-43.6,2.773,5008.7,no
37,admin.,married,university.degree,unknown,no,no,cellular,aug,fri,261,3,6,4,failure,-3.4,95.668,-40.8,4.362,5099.1,no
53,self-employed,married,basic.9y,no,no,no,cellular,may,wed,512,2,999,0,nonexistent,1.1,93.15,-40.7,4.094,5017.5,no
49,blue-collar,single,professional.course,unknown,yes,yes,cellular,aug,tue,344,2,18,3,success,1.4,94.623,-44.1,3.472,5191.0,no
49,services,married,professional.course,no,yes,no,cellular,nov,thu,507,4,999,0,nonexistent,-3.4,90.77,-40.4,0.6,5017.5,yes
55,housemaid,single,university.degree,no,yes,yes,cellular,jun,thu,192,3,6,2,success,-0.1,91.925,-44.9,0.6,5191.0,yes
40,management,married,basic.9y,no,no,no,cellular,dec,tue,348,4,999,0,nonexistent,1.4,93.659,-32.0,4.642,5008.7,no
48,services,married,high.school,no,no,no,telephone,dec,fri,37,6,13,4,nonexistent,-0.1,93.646,-40.5,4.344,4963.6,yes
36,blue-collar,single,university.degree,no,yes,no,cellular,apr,mon,107,3,999,0,nonexistent,-0.1,91.925,-38.9,1.205,5191.0,no
43,blue-collar,married,high.school,no,yes,no,cellular,may,fri,123,3,999,0,nonexistent,-1.8,94.434,-43.0,3.625,5191.0,no
38,management,married,basic.6y,no,no,no,cellular,dec,fri,178,1,999,0,nonexistent,-0.1,92.749,-45.6,2.623,5099.1,yes
41,unemployed,married,university.degree,yes,no,no,cellular,dec,thu,661,5,999,0,nonexistent,-0.1,92.714,-37.8,4.956,5076.2,yes
47,management,married,university.degree,unknown,yes,no,telephone,apr,fri,518,2,15,3,failure,-1.8,92.882,-40.4,3.15,5008.7,yes
30,services,single,university.degree,no,no,no,telephone,feb,thu,36,1,999,0,nonexistent,-0.1,95.008,-55.1,4.621,5191.0,no
65,retired,married,basic.9y,unknown,yes,no,cellular,may,mon,47,4,999,0,nonexistent,-1.8,94.633,-32.4,1.896,5008.7,no
27,technician,single,university.degree,unknown,yes,no,telephone,dec,wed,110,4,1,4,success,1.1,95.825,-38.3,3.513,5099.1,yes
25,admin.,single,basic.9y,no,no,no,cellular,may,mon,85,3,999,0,nonexistent,1.4,93.826,-43.9,2.257,4963.6,no
53,services,married,basic.9y,no,no,no,cellular,jul,tue,238,4,3,1,success,-0.1,95.896,-39.0,1.887,5017.5,no
49,unemployed,divorced,university.degree,no,no,no,telephone,nov,thu,582,1,999,0,nonexistent,1.1,93.357,-39.9,0.6,5008.7,yes
47,admin.,married,basic.9y,unknown,yes,no,cellular,feb,tue,819,4,999,0,nonexistent,-0.1,92.81,-39.5,4.662,5099.1,no
47,retired,divorced,basic.9y,no,no,no,telephone,aug,tue,265,1,999,0,nonexistent,-1.8,92.343,-46.4,5.1,5099.1,no
39,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,455,5,999,0,nonexistent,1.4,92.736,-41.6,0.6,5099.1,no
29,services,single,university.degree,no,yes,no,cellular,nov,fri,186,1,2,1,nonexistent,-1.8,92.809,-40.5,4.248,5017.5,yes
40,admin.,married,university.degree,no,no,no,telephone,may,mon,58,2,999,0,nonexistent,-1.8,91.971,-35.8,4.173,5008.7,yes
31,technician,married,university.degree,no,yes,no,telephone,aug,tue,185,2,18,2,success,-0.1,92.114,-41.5,2.074,5191.0,yes
51,entrepreneur,single,university.degree,no,no,no,cellular,aug,mon,202,1,999,0,nonexistent,1.1,93.911,-39.8,1.673,5099.1,no
38,blue-collar,single,basic.9y,no,no,no,cellular,may,thu,339,4,26,4,failure,-1.7,92.268,-46.6,5.1,5017.5,no
30,management,married,high.school,yes,yes,no,cellular,mar,mon,62,1,999,0,nonexistent,-1.8,90.449,-41.7,4.935,4963.6,yes
36,entrepreneur,married,high.school,unknown,yes,no,telephone,jun,thu,114,4,999,0,nonexistent,1.4,90.373,-37.7,3.813,5076.2,no
44,student,single,basic.6y,no,yes,no,telephone,may,tue,113,2,999,0,nonexistent,-1.7,89.854,-45.4,2.064,5008.7,yes
33,blue-collar,single,high.school,unknown,yes,no,cellular,nov,mon,801,1,999,0,nonexistent,-1.8,90.874,-43.9,4.961,5017.5,yes
30,technician,divorced,professional.course,no,no,yes,cellular,nov,fri,146,1,999,0,nonexistent,-1.7,91.2,-46.8,1.494,5076.2,yes
42,admin.,single,basic.4y,no,no,no,cellular,jul,mon,351,3,999,0,nonexistent,-1.8,91.539,-48.8,5.1,5076.2,yes
42,unemployed,divorced,high.school,no,yes,no,cellular,aug,wed,347,2,999,0,nonexistent,-0.1,93.429,-46.3,5.1,5017.5,no
33,student,single,basic.9y,unknown,yes,no,cellular,aug,mon,77,1,999,0,nonexistent,1.1,91.092,-39.2,5.1,5191.0,no
34,services,married,basic.9y,unknown,no,no,cellular,nov,wed,212,3,999,0,nonexistent,1.1,91.621,-43.2,3.617,5191.0,yes
42,self-employed,married,professional.course,no,no,no,cellular,jul,wed,561,1,999,0,nonexistent,-1.8,90.252,-46.3,0.6,5017.5,yes
22,services,single,high.school,unknown,yes,no,cellular,may,tue,161,1,999,0,nonexistent,-1.8,92.009,-31.1,2.667,5017.5,yes
23,management,single,high.school,no,yes,yes,cellular,may,mon,725,6,2,1,success,-3.4,94.086,-45.5,5.1,5099.1,no
31,admin.,married,university.degree,no,no,no,cellular,jul,tue,60,2,999,0,nonexistent,-1.8,92.965,-38.9,4.687,4963.6,no
37,entrepreneur,married,basic.9y,no,yes,no,telephone,jul,thu,19,5,22,2,failure,-3.4,93.123,-40.3,3.784,5191.0,no
43,admin.,divorced,high.school,no,yes,yes,cellular,jul,thu,555,2,999,0,nonexistent,-1.7,92.997,-40.8,1.774,5099.1,yes
57,self-employed,married,high.school,no,no,yes,cellular,apr,wed,470,4,999,0,nonexistent,-1.8,91.073,-51.2,4.844,5076.2,yes
50,entrepreneur,married,university.degree,unknown,no,no,cellular,sep,wed,1226,1,999,0,nonexistent,-0.1,92.387,-35.6,0.6,5076.2,yes
38,retired,married,professional.course,no,no,yes,cellular,may,tue,284,3,999,0,nonexistent,-1.7,93.331,-40.4,2.692,5076.2,yes
39,admin.,married,university.degree,no,no,no,cellular,may,tue,689,1,16,4,nonexistent,-3.4,94.454,-37.4,5.1,5017.5,yes
27,blue-collar,married,high.school,no,no,yes,cellular,jun,mon,438,1,999,0,nonexistent,-1.7,93.545,-36.3,1.552,5008.7,yes
39,blue-collar,married,university.degree,no,yes,no,cellular,may,tue,465,2,999,0,nonexistent,-1.8,94.321,-33.4,4.097,5099.1,no
36,technician,married,basic.9y,unknown,yes,no,telephone,aug,tue,210,1,12,1,success,1.1,91.371,-47.0,0.6,5008.7,yes
43,admin.,single,basic.4y,no,yes,no,telephone,jun,wed,120,1,999,0,nonexistent,-1.7,90.745,-45.6,1.826,4963.6,yes
30,student,married,basic.9y,no,yes,no,telephone,jul,wed,681,3,999,0,nonexistent,-1.8,90.371,-44.9,3.323,4963.6,no
46,services,single,high.school,unknown,no,no,telephone,jul,fri,141,1,999,0,nonexistent,-1.7,94.226,-46.3,3.637,5099.1,no
58,blue-collar,single,high.school,no,no,no,telephone,may,mon,193,3,8,1,failure,-1.8,90.84,-35.4,5.1,5076.2,yes
38,technician,married,university.degree,no,unknown,no,cellular,may,thu,147,1,999,0,nonexistent,1.1,94.593,-47.0,2.093,5191.0,yes
44,technician,single,professional.course,no,no,no,telephone,nov,fri,207,4,999,0,nonexistent,1.4,92.331,-43.9,4.07,4963.6,no
48,management,married,high.school,no,yes,no,cellular,jul,wed,158,3,999,0,nonexistent,-3.4,95.503,-50.2,4.019,5008.7,no
35,services,single,high.school,no,yes,no,cellular,jun,tue,12,5,999,0,nonexistent,1.1,92.327,-38.3,1.94,5008.7,no
42,student,married,basic.4y,no,no,no,telephone,mar,tue,534,5,6,3,success,-1.7,92.409,-42.6,4.721,5191.0,yes
40,technician,single,basic.4y,unknown,no,no,cellular,jul,mon,146,1,999,0,nonexistent,-3.4,93.1,-37.6,4.203,5017.5,no
41,unemployed,single,university.degree,unknown,no,yes,cellular,jul,tue,222,3,999,0,nonexistent,-3.4,92.378,-38.5,2.508,5076.2,yes
30,housemaid,married,high.school,no,no,no,cellular,jul,thu,37,2,6,1,nonexistent,1.4,93.627,-50.2,3.35,5017.5,no
40,blue-collar,married,university.degree,no,no,no,telephone,sep,mon,0,2,999,0,nonexistent,-1.7,91.433,-41.1,1.273,5099.1,yes
45,student,single,basic.9y,unknown,no,no,telephone,may,tue,70,5,999,0,nonexistent,1.4,93.28,-47.5,1.406,4963.6,yes
57,admin.,single,basic.4y,no,yes,no,telephone,may,thu,304,5,999,0,nonexistent,-0.1,91.874,-41.3,2.961,5191.0,yes
51,self-employed,married,high.school,no,no,no,cellular,nov,thu,26,2,999,0,nonexistent,-1.8,92.692,-44.9,4.345,5191.0,no
65,technician,single,basic.9y,no,no,no,telephone,dec,wed,598,1,999,0,nonexistent,1.1,90.937,-32.8,2.4,5191.0,yes
30,housemaid,married,basic.4y,unknown,yes,no,cellular,may,thu,60,4,999,0,nonexistent,1.4,94.308,-28.7,1.89,5017.5,no
50,housemaid,single,university.degree,no,no,no,telephone,jul,tue,57,3,999,0,nonexistent,1.4,92.466,-43.2,2.585,5017.5,no
42,self-employed,married,basic.6y,no,yes,no,cellular,may,mon,50,5,999,0,nonexistent,1.1,94.374,-41.5,4.492,5099.1,no
66,entrepreneur,single,university.degree,no,no,no,cellular,mar,tue,3,1,999,0,nonexistent,-1.7,91.895,-53.4,0.6,5008.7,no
30,blue-collar,married,basic.9y,unknown,yes,yes,cellular,may,wed,369,1,999,0,nonexistent,-3.4,92.986,-50.2,4.55,5008.7,no
29,admin.,married,basic.9y,no,no,no,telephone,may,fri,519,2,999,0,nonexistent,-1.8,94.389,-40.1,3.922,5099.1,yes
32,technician,married,high.school,unknown,yes,no,telephone,sep,mon,238,1,14,2,success,-0.1,91.237,-42.2,0.6,5191.0,yes
18,admin.,married,university.degree,no,no,no,cellular,jul,wed,52,4,999,0,nonexistent,1.4,91.677,-39.9,2.577,5008.7,no
33,retired,married,high.school,no,yes,no,cellular,may,tue,83,1,3,3,success,1.1,94.216,-46.0,4.145,5099.1,yes
30,blue-collar,married,university.degree,no,yes,no,telephone,jan,wed,161,4,9,1,success,1.4,95.021,-40.5,0.6,5008.7,yes
41,unemployed,single,basic.6y,no,yes,no,cellular,nov,mon,771,1,999,0,nonexistent,-1.7,93.024,-54.6,1.136,5099.1,yes
44,management,married,university.degree,unknown,no,yes,cellular,may,tue,71,1,999,0,nonexistent,1.1,91.546,-45.0,0.6,5008.7,no
62,self-employed,married,basic.9y,no,yes,no,cellular,aug,fri,328,3,999,0,nonexistent,1.4,92.523,-39.7,1.96,5191.0,no
51,admin.,married,university.degree,no,yes,no,cellular,may,wed,144,4,999,0,nonexistent,-0.1,95.955,-33.5,4.868,5017.5,no
33,housemaid,married,university.degree,no,no,no,telephone,aug,wed,88,4,999,0,nonexistent,-0.1,91.0,-42.6,4.437,5017.5,no
29,student,married,professional.course,no,yes,no,telephone,may,tue,152,3,999,0,nonexistent,1.1,93.792,-39.1,2.09,5191.0,no
45,technician,married,high.school,no,no,no,cellular,apr,tue,18,1,999,0,nonexistent,-0.1,93.188,-45.3,4.852,5008.7,no
24,management,married,basic.4y,no,yes,no,cellular,may,tue,400,2,999,0,nonexistent,1.4,91.265,-39.8,4.194,5191.0,no
61,entrepreneur,married,basic.4y,unknown,no,no,telephone,may,fri,69,1,999,0,nonexistent,-0.1,92.529,-44.5,5.1,5099.1,no
54,admin.,married,university.degree,no,yes,no,cellular,jul,fri,323,3,999,0,nonexistent,-1.8,90.293,-32.2,2.841,5017.5,no
34,services,married,high.school,no,yes,no,telephone,aug,wed,17,3,999,0,nonexistent,-0.1,93.432,-43.6,3.97,4963.6,no
19,technician,married,university.degree,no,no,no,cellular,may,tue,775,3,999,0,nonexistent,-1.8,93.65,-42.8,5.1,5008.7,no
56,admin.,married,basic.9y,no,no,no,cellular,feb,fri,53,1,3,4,failure,-0.1,90.951,-38.1,2.443,4963.6,yes
38,technician,divorced,high.school,no,no,no,telephone,jul,wed,535,1,999,0,nonexistent,-1.8,93.835,-39.5,2.883,4963.6,yes
54,admin.,married,basic.4y,unknown,yes,no,telephone,aug,wed,414,1,999,0,nonexistent,1.4,92.002,-43.8,2.714,5076.2,yes
20,admin.,single,professional.course,no,yes,no,cellular,dec,tue,859,2,999,0,nonexistent,1.4,91.866,-40.0,2.837,4963.6,yes
32,admin.,married,university.degree,no,yes,no,telephone,aug,thu,162,4,999,0,nonexistent,-1.8,91.537,-47.3,4.005,4963.6,no
40,unemployed,single,professional.course,no,unknown,no,cellular,jul,wed,324,2,999,0,nonexistent,-1.8,93.992,-40.9,3.105,5191.0,no
